id	status	onde	texto	tipo	defeito	evidencia
MSG-CMP-22	corrigida	components/MessageInput.jsx:513-523, :129-137	(o texto da sugestão entra no campo e o campo recebe o foco)	variante	Substitui o que já estava digitado (:134); (suspeita) sem como desfazer	124-132 são ref e comentário; o efeito do draftKey é a 129-137 e o texto aparece no textarea 513-523
MSG-CMP-23	errada-no-merito	components/MessageInput.jsx:513-523, :412-440, :233-251	(o rascunho de texto é guardado e restaurado por conversa; anexo e gravação são descartados)	variante	(suspeita) o efeito da troca (:233-251) não fecha os popovers de Respostas rápidas e Emojis: com o mouse o clique na lista já fecha (:183-187), mas trocando pelo teclado o popover segue aberto na conversa nova; a gravação que ainda espera o getUserMedia não é descartada (MSG-GRV-11)	desde a E1 envio e erro são por conversa (:93-96) e o setContent('') tardio só roda se a conversa de origem ainda está aberta (:361); o efeito da troca é a 233-251 (a 228 é do resize) e não toca showingQuickReplies/showingEmojis
MSG-CMP-24	corrigida	components/MessageInput.jsx:72, :483, :487, :500, :457, :468, :403, :601, :611	"Anexar arquivo" · "Respostas rápidas" · "Emojis" · "Descartar gravação" · "Parar gravação" · "Cancelar resposta" · "Enviar" · "Gravar áudio" (title)	interação:tooltip	—	title={label} do ComposerButton na 72 com rótulos em :483, :487, :500 e :457; os demais title em :468, :403, :601 e :611; faltava "Descartar gravação"
MSG-CMP-25	corrigida	components/MessageInput.jsx:390, :621-625, :84	AUSENTE (nada no compositor indica canal desconectado)	variante	(suspeita) O atendente escreve ou grava e o envio é ACEITO: POST /:id/messages não confere o canal (src/api/conversations.routes.js:291-380; enfileira em src/queue/outbound-queue.js:15); a falha só vem depois, do worker (src/whatsapp-adapters/baileys.manager.js:505 no texto, :620 na mídia), na bolha e não no compositor	src/whatsapp-adapters/baileys.manager.js:269 é a busca da foto do contato; o envio sem conexão falha em :505 (sendTextMessage) e :620 (sendMediaMessage); a rota 291-380 não lê channel.status | coordenador: a 84 é a assinatura do componente; o aviso moraria na raiz do compositor (:390) ou na faixa de erro (:621-625)
MSG-CMP-26	confere	components/ConversationView.jsx:883	AUSENTE como estado do componente: não existe prop `disabled`; o compositor inteiro some	variante	—	MessageInput não tem prop disabled (components/MessageInput.jsx:84) e só é montado dentro de {isMine && …} (components/ConversationView.jsx:883, :942)
MSG-CMP-27	confere	components/ConversationView.jsx:894-912	(o compositor NÃO é desabilitado (há um aviso acima dele, fora deste componente))	variante	—	o aviso é a 894-912, fora do MessageInput; nenhuma prop de bloqueio vai ao compositor (components/ConversationView.jsx:942-951) | coordenador: só formato (descrição posta entre parênteses)
MSG-CMP-28	corrigida	pages/dashboard.css:167-175	(botões encolhem para 30×32 / 35×35; a borda da caixa muda no `:focus-within`)	variante	—	as regras 167-175 conferem; mudam pelo contexto (classe chat-workspace posta pela mesa em pages/DashboardPage.jsx:150), não por largura de tela | coordenador: só formato (descrição posta entre parênteses)
MSG-CMP-29	corrigida	components/MessageInput.jsx:392, :417, :442, :622	(padding lateral px-3 em vez de px-5)	responsivo	—	os px-3 md:px-5 estão em :392, :417, :442 e :622 (378/403/428/608 eram de outra versão); na mesa o padding do form é sobrescrito por pages/dashboard.css:168
MSG-RR-01	corrigida	components/MessageInput.jsx:556-564, :63	"Respostas rápidas" (cabeçalho do menu role=menu; gatilho destacado com aria-expanded; animação wa-pop)	interação:popover aberto	—	a 542-549 é a grade de emojis; o menu é a 556-564 (role=menu :559, cabeçalho :564); destaque do gatilho na 63 e aria-expanded na 75
MSG-RR-02	corrigida	components/MessageInput.jsx:565 (texto em components/ui/AsyncState.jsx:6)	(esqueleto de 2 linhas) · "Carregando…"	carregando	O esqueleto e a mensagem de vazio não têm padding horizontal e encostam na borda do popover: :562 só tem py-1.5, e components/ui/AsyncState.jsx:5 e components/ui/AsyncState.jsx:31 não têm px	"Carregando…" é o sr-only de components/ui/AsyncState.jsx:6; faltava a origem anotada; skeletonLines={2} na 569
MSG-RR-05	corrigida	components/MessageInput.jsx:565-568	"Nenhuma resposta rápida cadastrada."	vazio	—	a 554 é comentário; o AsyncState com emptyMessage é a 565-568 (o <p> vem de components/ui/AsyncState.jsx:31)
MSG-RR-06	errada-no-merito	components/MessageInput.jsx:565, hooks/useQuickReplies.js:7	AUSENTE (carrega uma vez por token; ninguém chama `refresh`)	recarregando	(suspeita) resposta criada por outra pessoa, ou em outra aba, não aparece enquanto a tela de Atendimento fica aberta; quem cria em Configurações e volta ao Atendimento já vê a nova, porque a mesa remonta e o hook busca de novo	a instância da mesa (components/ConversationView.jsx:269) não pega refresh, mas "/" e "/configuracoes" ficam em cascas diferentes (App.jsx:124-125 e App.jsx:144, :155): trocar de tela desmonta a mesa e o useAsyncResource refaz a busca
MSG-RR-07	corrigida	components/MessageInput.jsx:572-588	"{quickReply.title}" · "{quickReply.content}" (título em negrito + prévia em 1 linha com reticências)	seleção	—	558-574 é a abertura do menu; os itens são a 572-588 (título :585, prévia :586 com .dialog-quick-reply-preview de components/overlays.css:203)
MSG-RR-08	corrigida	components/MessageInput.jsx:574-587, :144-146, :161-170	(foco visível no item)	interação:navegação por teclado	—	foco inicial no efeito 144-146 e setas em navegarNoMenu 161-170; o anel vem da regra global index.css:329-334 sobre os itens 574-587
MSG-RR-09	corrigida	components/MessageInput.jsx:556, :172-201, :505-508	(o menu some; com ESC o foco volta ao gatilho)	interação:fechar popover	(leve) clicar no próprio campo de texto não fecha o menu: popoverRef (:477) envolve gatilhos e textarea, e só o mousedown fora dele fecha (:184)	176-196 corta o efeito; fecharPopovers é a 172-179 e o efeito de ESC/clique fora a 181-201; abrir Emojis fecha na 507
MSG-RR-10	corrigida	components/MessageInput.jsx:513-523, :578-582	(o texto do campo é SUBSTITUÍDO pelo da resposta, o popover fecha e o foco vai ao campo)	seleção	Substitui o que já estava digitado (:579); (suspeita) sem como desfazer	564-568 é cabeçalho/AsyncState; o onClick que troca o conteúdo é a 578-582 (setContent(quickReply.content))
MSG-RR-11	corrigida	components/MessageInput.jsx:556-593, :380-385	AUSENTE: não há atalho "/" nem campo de busca, só o botão e a rolagem (max-h-72)	busca-sem-resultado	—	499-504 é o botão Emojis; o menu 556-593 não tem campo de busca e handleComposerKeyDown (380-385) só trata Enter; max-h-72 na 562
MSG-RR-12	corrigida	components/overlays.css:200, components/MessageInput.jsx:562	(largura 340px (CSS sem camada vence o `w-72`), limitada a 92vw)	responsivo	—	overlays.css:200 confere (width:340px; folha fora de @layer, components/overlays.css:77); o max-w-[92vw] está na 562, não na 548 | coordenador: só formato (descrição posta entre parênteses)
MSG-EMO-02	corrigida	components/MessageInput.jsx:533-549, :141-143, :149-159	(foco no 1º emoji; setas andam na grade, 8 por linha)	interação:navegação por teclado	—	foco inicial no efeito 141-143 e navegarNaGrade 149-159, ligado no onKeyDown da 533; 136-138/144-154 estavam deslocadas
MSG-EMO-03	corrigida	components/MessageInput.jsx:539-547, :344-347	(o emoji é colado no FIM do texto e o foco volta ao campo; o popover continua aberto)	seleção	Insere no fim do texto (:345), não na posição do cursor	335-338 é stopRecording; appendEmoji é 344-347 (prev + emoji, foco no campo) e não fecha o popover; chamado pelo botão 539-547 | coordenador: só formato (descrição posta entre parênteses)
MSG-EMO-04	corrigida	components/MessageInput.jsx:528, :181-201, :492-495	(a grade some; com ESC o foco volta ao gatilho)	interação:fechar popover	—	a 181 só abre o efeito 181-201; o popover é o {showingEmojis && …} da 528; abrir Respostas rápidas fecha na 494
MSG-EMO-05	confere	components/MessageInput.jsx:529	AUSENTE	busca-sem-resultado	—	o diálogo 529-550 só tem cabeçalho e a grade de EMOJIS (:41-49), sem busca
MSG-GRV-01	corrigida	components/MessageInput.jsx:607-615, :286	AUSENTE: nada muda na tela enquanto o pedido de permissão está aberto	interação:pedindo permissão	(suspeita) O botão continua clicável: dois cliques criam dois getUserMedia, e o primeiro fluxo fica órfão (microfone aceso); o primeiro setInterval também nunca é limpo (recordingTimerRef é sobrescrito, :305) e o cronômetro corre em dobro	274-277 é o handlePaste; o await do getUserMedia é a 286 e startRecording (283-311) não tem trava; o botão é a 607-615
MSG-GRV-03	corrigida	components/MessageInput.jsx:455-473	"Descartar gravação" · "Gravando… {recordingSeconds}s" · "Parar gravação" (lixeira, pílula com ponto vermelho pulsando e botão laranja; o campo, o clipe, as respostas e os emojis somem)	interação:gravando	—	o ramo recording é a 455-473 ("Descartar gravação" :457, "Gravando…" :462, "Parar gravação" :467); "● Gravando… 12s" não é literal
MSG-GRV-04	corrigida	components/MessageInput.jsx:460-463, :305-307	"Gravando… {recordingSeconds}s"	tempo-real	Sem aria-live; o formato em segundos corridos ("75s") difere do "1:15" da prévia	a 305 é o setInterval; o texto é o <p> da 460-463, sem aria-live; a prévia usa m:ss (components/RecordingPreview.jsx:5-8)
MSG-GRV-05	corrigida	components/MessageInput.jsx:457-459	(abre a prévia com o áudio gravado)	interação:descartar gravação	O rótulo mente: chama `stopRecording`, igual a "Parar", e o áudio NÃO é descartado	a 443 é o input de arquivo; a lixeira é a 457 com onClick={stopRecording}, e stopRecording (333-342) guarda o áudio (onstop 295-300)
MSG-GRV-06	confere	components/MessageInput.jsx:455	AUSENTE	interação:gravação pausada	—	nenhum pause/resume do MediaRecorder no arquivo; o ramo recording (455-473) só tem descartar e parar
MSG-GRV-07	corrigida	components/MessageInput.jsx:455, :244-246, :316-331	(a gravação é encerrada e descartada sem aviso)	variante	—	a troca descarta em 244-246 via stopRecordingAndDiscard (316-331); 239-241/307-322 estavam deslocadas
MSG-GRV-08	corrigida	components/ConversationView.jsx:883, components/ConversationView.jsx:942	(o compositor some)	variante	(suspeita forte) Não há limpeza de MediaRecorder, fluxo e intervalo no unmount: o microfone fica aberto e o timer segue rodando; vale também ao trocar de uma conversa minha para uma que não é (o compositor desmonta e o efeito de troca components/MessageInput.jsx:233-251 nem roda) e ao sair da tela de Atendimento	nenhum efeito de components/MessageInput.jsx devolve limpeza do recorder ou do intervalo (só os de popover :197-200, preview :213 e resize :230); o compositor some pelo {isMine && …} de components/ConversationView.jsx:883
MSG-GRV-09	corrigida	components/MessageInput.jsx:455, :528, :556	(o popover some durante a gravação e reaparece ao parar)	variante	(suspeita) `showingQuickReplies`/`showingEmojis` não são zerados ao gravar	startRecording (283-311) não zera showingQuickReplies/showingEmojis; o ramo recording (455) esconde o div dos popovers (528, 556), que volta com o estado antigo; 94-95/441 eram estado e linha em branco
MSG-GRV-10	confere	index.css:444-452	(o ponto vermelho para de pulsar)	responsivo	—	.animate-wa-rec na 444-446 e @media (prefers-reduced-motion: reduce) na 448-453 | coordenador: só formato (descrição posta entre parênteses)
MSG-PRV-01	corrigida	components/RecordingPreview.jsx:49-78	"Prévia da gravação de áudio" · "Ouvir prévia" · "{clock(position)} / {clock(duration)}" · "Remover gravação" · "Gravar novamente" · "Enviar"	interação:prévia de áudio	—	a seção 49-78 confere; "0:00 / 0:12" não é literal: o tempo é {clock(position)} / {clock(duration)} na 71
MSG-PRV-08	confere	components/RecordingPreview.jsx:63	(barra com trecho laranja) · "{clock(position)} / {clock(duration)}"	interação:arrastando	—	range 63-70 com --progress (:65) e tempo na 71
MSG-PRV-09	confere	components/RecordingPreview.jsx:64	(barra desabilitada) · "{clock(position)} / {clock(duration)}"	desabilitado-sem-motivo	Nada explica por quê, e a barra nem parece desabilitada: components/recording-preview.css:11 só esmaece button:disabled e components/recording-preview.css:13 mantém cursor:pointer no range	disabled com sending ou duração 0 (:64); duration nasce de seconds (:15, :23) e readDuration ignora duração não finita (:34-37); só completei o caminho no defeito
MSG-PRV-11	confere	components/RecordingPreview.jsx:74	(a prévia some e o compositor volta vazio)	interação:remover	—	onRemove={clearAttachment} (components/MessageInput.jsx:414, :257-263) zera file e a prévia (components/MessageInput.jsx:412) some | coordenador: só formato (descrição posta entre parênteses)
MSG-PRV-12	corrigida	components/MessageInput.jsx:621-625, components/MessageInput.jsx:412-415	(a prévia continua (o arquivo é mantido) e o erro aparece embaixo (role=alert))	interação:falha de envio	—	o catch (components/MessageInput.jsx:365-366) não limpa o arquivo e a prévia da 412-415 segue; o erro sai na 621-625; RecordingPreview.jsx não tem linha 607 | coordenador: só formato (descrição posta entre parênteses)
MSG-PRV-13	corrigida	components/MessageInput.jsx:596, components/MessageInput.jsx:513-523	(os botões Enviar/microfone do compositor somem; o campo de texto continua visível e editável)	variante	Enter no campo (mesmo vazio) envia o áudio; o texto digitado vai como legenda e o servidor recusa (MSG-CMP-10)	a 582 é o onClick de resposta rápida; o ternário que esconde Enviar/microfone com prévia é components/MessageInput.jsx:596; o textarea 513-523 segue ativo e Enter chama submit (380-385)
MSG-PRV-14	confere	components/recording-preview.css:17	(as ações descem para uma linha própria, alinhadas à direita)	responsivo	—	@container(max-width:470px) na 17; container-type em components/recording-preview.css:1 | coordenador: só formato (descrição posta entre parênteses)
MSG-ANX-01	confere	components/MessageAttachment.jsx:706-708	(→ cartão Pix (MSG-PIX))	variante	—	ramo pix na 706-708 | coordenador: só formato (descrição posta entre parênteses)
MSG-ANX-02	confere	components/MessageAttachment.jsx:710-733	(→ cartão de localização (MSG-LOC))	variante	—	ramo location na 710-733 | coordenador: só formato (descrição posta entre parênteses)
MSG-ANX-04	confere	components/MessageAttachment.jsx:756	(nada; a bolha mostra só a hora e a legenda)	carregando	Esqueleto ausente: a mídia simplesmente não existe até o token chegar	if (!pronto) return null na 756; pronto nasce false (contexts/MediaTokenContext.jsx:35) e só vira true com o 1º token (:56)
MSG-ANX-05	confere	components/MessageAttachment.jsx:739, :809	(nada)	variante	—	return null na 739 (sem mediaPath e tipo fora de MEDIA_TYPES_COM_ARQUIVO, :12) e na 809
MSG-ANX-06	confere	components/MessageAttachment.jsx:809	AUSENTE	variante	—	nenhum ramo contact/vcard no roteador (706-809); cai no return null da 809
MSG-ANX-07	confere	components/ConversationHistoryModal.jsx:123	(sem foto do contato no áudio e sem o botão de analisar comprovante)	variante	—	<MessageAttachment message={message} dark /> sem avatar nem onAnalyzeReceipt na 123
MSG-ANX-08	corrigida	components/MessageAttachment.jsx:751-752	(nada visível; só quebra quando o tipo da mensagem muda)	variante	(suspeita) `useCallback`/`useMediaResourceUrl` são chamados depois de returns condicionais (:706, :710, :738), contra a regra dos hooks: se o dado mudar, o React quebra a timeline ("Rendered more hooks…")	useCallback (:751) e useMediaResourceUrl (:752) vêm depois dos returns da 706, 710 e 738 | coordenador: texto '—' trocado por descrição
MSG-IMG-02	confere	components/MessageAttachment.jsx:407-413	AUSENTE (sem placeholder: largura mínima 120px e altura 0 até carregar)	carregando	Esqueleto ausente. (suspeita) A bolha muda de altura quando a imagem chega e desloca a rolagem	<img> sem placeholder, com minWidth 120 (:412)
MSG-IMG-04	confere	components/MessageAttachment.jsx:405, components/ConversationView.jsx:837-845	(margem embaixo; a legenda é renderizada pela bolha)	variante	—	mb-1 com legenda na 405; a legenda é o <p> de components/ConversationView.jsx:837-846 (só normalizei o onde) | coordenador: só formato (descrição posta entre parênteses)
MSG-IMG-05	confere	components/ConversationView.jsx:838	AUSENTE	expandido	—	<p> whitespace-pre-wrap sem limite nem "ver mais" na 838
MSG-IMG-07	confere	components/MessageAttachment.jsx:436-443, :328, :423-431	(o foco volta à miniatura)	interação:fechar visualizador	—	✕ "Fechar imagem" 436-443, ESC via useDialogLayer 328, clique no fundo 423-431; foco devolvido no cleanup 342-345
MSG-IMG-08	confere	components/MessageAttachment.jsx:475	"−" · "{percentual}%" · "+"	interação:zoom	O percentual não tem aria-live. (suspeita) O cursor mostra "zoom-in" em 100%, mas um clique simples não amplia (só o duplo clique)	percentual na 475-477 sem aria-live; o clique simples na imagem só faz stopPropagation (:450) e o cursor zoom-in está na 460
MSG-IMG-09	confere	components/MessageAttachment.jsx:472	"−" · "{percentual}%" · "+"	desabilitado-com-motivo	—	disabled com zoom no mínimo (:472) e no máximo (:478), com o percentual ao lado (:475-477)
MSG-IMG-10	confere	components/MessageAttachment.jsx:452-457, :371-390, :460	cursor "grab"; a imagem segue o mouse; soltar fora da imagem não fecha	interação:arrastando	Só funciona com mouse: não há pan por toque nem por teclado (setas), então no celular e no teclado a imagem ampliada fica presa no centro	só onMouseDown e mousemove/mouseup na janela (452-457, 384-385); teclas só + = - 0 (361-363)
MSG-IMG-11	confere	components/MessageAttachment.jsx:481-487	(volta a 100% e recentraliza)	interação:ajustar	—	"Ajustar" chama resetView (316-319) | coordenador: só formato (descrição posta entre parênteses)
MSG-IMG-12	confere	components/MessageAttachment.jsx:488-496, :299-305	(link com o token renovado no instante do clique)	interação:baixar	(suspeita) A API fica em outra origem (onrender.com) e a imagem não tem Content-Disposition (src/api/media.routes.js:27): o navegador ignora o download e a aba navega para a imagem crua, saindo do app	<a download> sem target (488-496); src/api/media.routes.js:27 só põe attachment para document; só completei o caminho no defeito | coordenador: só formato (descrição posta entre parênteses)
MSG-IMG-13	corrigida	components/MessageAttachment.jsx:394-398, :448	1ª falha: refaz a URL com o token novo; 2ª: fecha o visualizador e a miniatura vira "Imagem indisponível"	erro	—	a 448 é o onError do visualizador; o resultado da 2ª falha é o "Imagem indisponível" desenhado na 394-398
MSG-IMG-14	confere	components/MessageAttachment.jsx:465-470	(a barra de zoom quebra em duas linhas)	responsivo	—	flex-wrap e max-w-[calc(100vw-24px)] na 470 | coordenador: só formato (descrição posta entre parênteses)
MSG-IMG-15	confere	components/MessageAttachment.jsx:465	AUSENTE	interação:rodar	—	a barra 465-497 só tem −, %, +, Ajustar e Baixar; o transform só tem translate/scale (:459)
MSG-IMG-16	confere	components/MessageAttachment.jsx:416	AUSENTE	interação:galeria	—	o visualizador (416-498) recebe uma url só; sem anterior/próxima
MSG-CPV-03	corrigida	components/MessageAttachment.jsx:686 (texto em components/MessageAttachment.jsx:663)	"Não foi possível analisar o comprovante." · "{erro traduzido}" (o botão volta e dá para tentar de novo)	erro	Sem role="alert"	o <p> da 686 não tem role; o texto padrão vem do descreverErro da 663, fora da janela
MSG-CPV-04	duplicata	components/MessageAttachment.jsx:687-698 (texto em utils/receiptVerdict.js:39, utils/receiptVerdict.js:30-32)	"O comprovante confere." · "Valor: {valor}" · "Data: {data}" · "Tipo: {tipo}" (verde)	sucesso	Resultado sem role="status"	mesmo estado de CV-CMP-03 (veredito "confere", fora da lista); "Valor: R$ …", "Data: dd/mm/aaaa" e "Tipo: …" não são literais (detalhes em utils/receiptVerdict.js:30-32); a caixa 687-698 não tem role
MSG-CPV-08	confere	components/MessageAttachment.jsx:676	(o botão de analisar some e fica só o veredito)	variante	Quando o servidor responde analisado=false (ex.: Não foi possível ler a imagem agora, src/ai/receipt-analysis.js:71), o veredito é de erro (utils/receiptVerdict.js:23-24), mas o estado vira done (:661) e o botão some (:676): falha passageira sem Tentar de novo	analisado=false vira tone error (utils/receiptVerdict.js:23-24), analisar() põe 'done' (:661) e o botão some pela condição da 676; motivo em src/ai/receipt-analysis.js:71
MSG-AUD-02	corrigida	components/MessageAttachment.jsx:195, :81	"0:00"	carregando	(suspeita) Nada indica carregamento: "0:00" parece duração real	a 81 é o handler onMeta; o "0:00" é desenhado pelo formatClock da 195 com duration 0
MSG-AUD-04	corrigida	components/MessageAttachment.jsx:195, :80	(tempo corrente, ex.: 0:05)	tempo-real	—	a 80 é o handler timeupdate; o tempo aparece na 195; "0:05" não é literal
MSG-AUD-05	confere	components/MessageAttachment.jsx:195-205	o tempo para; o botão "1x" continua visível	variante	—	tempo na 195 e chip condicionado a tocando ou current > 0 (:196)
MSG-AUD-06	corrigida	components/MessageAttachment.jsx:196-205	"1x" → "1.5x" → "2x" · "Velocidade de reprodução: {velocidade}x"	interação:velocidade	—	aria-label montado na 200 com SPEEDS[speedIndex] (:15); "Velocidade de reprodução: 1.5x" não é literal
MSG-AUD-07	corrigida	components/MessageAttachment.jsx:195-205, :82-85	(volta a 0, mostra a duração total e o chip de velocidade some)	variante	—	a 82-85 é o handler ended; o que se vê (duração de volta e chip sumindo) é a 195-205 | coordenador: só formato (descrição posta entre parênteses)
MSG-AUD-10	corrigida	components/MessageAttachment.jsx:177-192	(recebido: foto do contato com selo de microfone laranja, apagado enquanto há posição, tocando ou pausado no meio, e laranja de novo ao terminar; enviado: círculo com microfone, sem selo)	variante	—	o selo usa progress > 0 (:186) e onEnd zera current (:84): ao terminar volta a laranja, não fica apagado; avatar só no recebido (components/ConversationView.jsx:824-834)
MSG-AUD-11	confere	components/MessageAttachment.jsx:211-278	(versão clara, com a bolinha sempre visível)	variante	— (não é usada em produção: os dois chamadores passam `dark`)	versão clara 211-278 com a bolinha sem condição (:244-247); os chamadores passam dark (components/ConversationView.jsx:822, components/ConversationHistoryModal.jsx:123) | coordenador: só formato (descrição posta entre parênteses)
MSG-TRN-01	confere	components/MessageAttachment.jsx:626	(nada)	variante	—	if (!status) return null na 626
MSG-TRN-06	confere	components/MessageAttachment.jsx:643	AUSENTE	expandido	—	<p> whitespace-pre-wrap sem limite na 643
MSG-TRN-07	confere	components/MessageAttachment.jsx:640-645	(caixa com o rótulo e o corpo vazio)	variante	(suspeita) Qualquer status fora dos quatro conhecidos cai no ramo de sucesso	só pending/processing (:631) e failed/skipped (:637) têm ramo; o resto cai na 640-645 | coordenador: só formato (descrição posta entre parênteses)
MSG-VID-01	confere	components/MessageAttachment.jsx:562-578	(player nativo (até 340px de altura) + nome do arquivo truncado (title = nome completo))	variante	—	video controls com maxHeight 340 (564-571) e nome com title (572-576) | coordenador: só formato (descrição posta entre parênteses)
MSG-VID-02	confere	components/MessageAttachment.jsx:564-571	(quadro preto do player até os metadados chegarem)	carregando	—	preload="metadata" (:566) e bg-black (:569)
MSG-VID-04	corrigida	components/MessageAttachment.jsx:563, :551, :541-545	(borda e fundo da moldura mudam: tema escuro, enviado, recebido)	variante	—	541-545 é a variável derivada moldura; ela é aplicada no JSX da 563 (e na 551, indisponível)
MSG-DOC-01	confere	components/MessageAttachment.jsx:587-621	ícone de folha com o selo da extensão + nome + "PDF" + ícone de baixar; o fundo clareia no hover	variante	—	<a> 588-620 com svg, rótulo (:612), extensão (:613-615) e ícone de baixar (:617-619)
MSG-DOC-02	corrigida	components/MessageAttachment.jsx:605, :55-66	(PDF vermelho, DOC/DOCX azul, XLS/XLSX/CSV verde, PPT/PPTX laranja, ZIP/RAR marrom, as outras cinza)	variante	—	a cor é pintada no <rect fill={color}> da 605; DOC_COLORS (55-66) é só o mapa | coordenador: só formato (descrição posta entre parênteses)
MSG-DOC-04	corrigida	components/MessageAttachment.jsx:588-620 (texto em src/api/media.routes.js:12, src/api/media.routes.js:21)	AUSENTE na bolha (a nova aba mostra o JSON cru do servidor, ex.: `{"error":"Media not found"}`)	erro	(suspeita) Texto técnico cru (JSON em inglês) para o usuário	o link abre em target=_blank (:591) e o JSON vem do backend (src/api/media.routes.js:12, :21, :32); a tradução de utils/errorMessages.js:57 nunca é usada aqui: a anotação antiga apontava a origem errada
MSG-DOC-05	corrigida	components/MessageAttachment.jsx:613-615, :535-537	AUSENTE (de propósito: o banco não guarda o tamanho)	variante	—	535-537 é um comentário no VideoCard; no DocumentCard o tamanho ficaria ao lado da extensão (613-615)
MSG-STK-02	confere	components/MessageAttachment.jsx:785	(1ª falha: refaz a URL; 2ª: ícone de imagem quebrada do navegador)	erro	Sem estado "indisponível" (imagem, vídeo e áudio têm): inconsistente	onError só chama tentarDeNovo (:785), que devolve false na 2ª vez (hooks/useMediaResourceUrl.js:39-44); não há ramo indisponível | coordenador: só formato (descrição posta entre parênteses)
MSG-STK-03	confere	components/MessageAttachment.jsx:781-788	AUSENTE (um quadro vazio de 128×128)	carregando	—	<img> 128×128 sem placeholder
MSG-LOC-01	confere	components/MessageAttachment.jsx:712-731	mapa ilustrativo (não é o mapa real) com pino vermelho + "Ver localização no mapa" (abre o Google Maps em nova aba)	variante	—	"Ver localização no mapa" está na 726, dentro do intervalo 712-731
MSG-LOC-02	corrigida	components/MessageAttachment.jsx:717, :725, :727	(cartão e textos mudam de cor entre o tema escuro e o claro)	variante	—	classes que dependem de dark na 717, 725 e 727 | coordenador: texto '—' trocado por descrição
MSG-LOC-03	corrigida	components/MessageAttachment.jsx:713-714, :711	(o link vira `?q=null,null`)	erro	(suspeita) Sem validação e sem estado de erro	a 711 é a variável mapsUrl (sem validação); o link é o <a href={mapsUrl}> da 713-714 | coordenador: só formato (descrição posta entre parênteses)
MSG-LOC-04	confere	components/MessageAttachment.jsx:725	AUSENTE	variante	—	só "Ver localização no mapa" (:726); nenhum campo de nome ou endereço é lido da mensagem
MSG-PIX-01	corrigida	components/PixCardMessage.jsx:52-66	"Pix da fatura" · "Vence {vencimento}" · "{valor}" · (código curto) · "Cartão com botão Copiar código Pix"	variante	—	"Vence 10/10/2026 · R$ 99,90" era exemplo: "Vence " + {dueLabel} na 59, separador na 60, {valueLabel} na 61; rodapé montado na 49 e desenhado na 65
MSG-PIX-07	confere	components/PixCardMessage.jsx:58	"Vence {vencimento}" · "{valor}"	variante	(suspeita) Valor `null` vira "R$ 0,00" (`Number(null)` é 0, :16-17)	condição na 57, "Vence" na 59, separador na 60; formatValue(null) dá Number(null) = 0 (:16-17)
MSG-PIX-08	corrigida	components/PixCardMessage.jsx:64, :37-41	"{18 primeiros caracteres do código}…" · "{código}" (até 18 caracteres)	variante	—	a 37-41 é o helper shortenCode; o código curto é desenhado na 64; o texto antigo não era literal nem descrição entre parênteses
MSG-PIX-09	confere	components/ConversationHistoryModal.jsx:122-123	(o código Pix INTEIRO em texto + o cartão embaixo)	variante	Contradiz a regra de nunca mostrar o código inteiro: ConversationView.jsx:756 filtra o texto do Pix, o histórico não	<p>{message.content}</p> na 122 sem exceção para pix, e MessageAttachment → PixCardMessage (components/MessageAttachment.jsx:706-707) na 123 | coordenador: só formato (descrição posta entre parênteses)
MSG-TOK-01	duplicata	components/MessageAttachment.jsx:756	(nenhuma mídia aparece)	carregando	Esqueleto ausente: a mídia não existe até o 1º token chegar	mesmo estado de MSG-ANX-04 (mesmo if (!pronto) return null em :756, mesmo gatilho); contexts/MediaTokenContext.jsx:35 é o useState
MSG-TOK-02	corrigida	components/MessageAttachment.jsx:756	(nada; tenta de novo a cada 1 minuto, em silêncio)	erro	Erro silencioso: sem token inicial, as mídias ficam em branco sem aviso e sem "Tentar de novo"	o catch (contexts/MediaTokenContext.jsx:58-63) só reagenda em 1 min (:62); sem 1º token pronto segue false e :756 não desenha a mídia
MSG-TOK-03	corrigida	contexts/MediaTokenContext.jsx:78	(invisível: as URLs montadas não mudam, nada recarrega nem reinicia)	tempo-real	—	:47-57 são as funções do timer; o Provider (:78) só expõe pronto (:76), que não muda na renovação; hooks/useMediaResourceUrl.js:20-37 só refaz a URL quando o recurso muda
MSG-TOK-04	corrigida	components/MessageAttachment.jsx:138, :448, :785	(refaz a URL UMA vez com o token atual)	erro	Só o áudio, o visualizador de imagem e a figurinha usam; a miniatura de imagem e o vídeo não (MSG-IMG-03, MSG-VID-03)	hooks/useMediaResourceUrl.js:39-44 é o callback; quem o chama: áudio (:138; :213 é o tema claro), visualizador (:448) e figurinha (:785); miniatura (:410) e vídeo (:568) não
MSG-TOK-05	corrigida	components/MessageAttachment.jsx:488-496, :588-590	(o href é trocado no pointerdown/focus do "Baixar" e do documento)	variante	—	:299-305 é o hook useHrefNaHoraDoClique; o desenho são os links com aoAproximar em :489-490 ("Baixar" em :495) e :589-590 (documento)
CV-IA-01	confere	components/AiSuggestionCard.jsx:39	(nada)	variante	—	return null sem suggestion na 39
CV-IA-02	corrigida	components/AiSuggestionCard.jsx:43, hooks/useAiSuggestion.js:25-35	(cartão aparece acima do compositor)	tempo-real	sem anúncio: o cartão (:43) não tem role nem aria-live	a 25-35 do hook é o handler do socket; o cartão é o div da 43, sem role; certo pela leitura
